store_id,store_name,city,state,store_manager,opening_date,status
S0308,DailyNeeds Store 308,Hyderabad,Telangana,Karan Kumar,2025-12-31,Active
S0309,DailyNeeds Store 309,Chennai,Tamil Nadu,Anjali Agarwal,2025-10-07,Active
S0310,Smart Store 310,Bengaluru,Karnataka,Rohan Jain,2023-01-06,Active
,Missing Store ID,Noida,Uttar Pradesh,Amit Sharma,2024-01-10,Active
S0311,,Noida,Uttar Pradesh,Amit Sharma,2024-01-10,Active
S0312,Missing City,,Uttar Pradesh,Amit Sharma,2024-01-10,Active
S0313,Duplicate Store,Delhi,Delhi,Rahul Sharma,2024-01-10,Active
S0313,Duplicate Store Again,Delhi,Delhi,Neha Sharma,2024-02-10,Active
S0315,Invalid Date,Noida,Uttar Pradesh,Karan Singh,not-a-date,Active
S0316,Invalid Status,Delhi,Delhi,Riya Gupta,2024-03-01,Unknown
S0317,Missing Manager,Gurugram,Haryana,,2024-03-01,Active
S0318,Missing State,Pune,,Mehak Jain,2024-03-01,Active
S0319,Whitespace Name,Mumbai,Maharashtra,Pooja Mehta,2024-03-01,Active
